,,,,Independent Variable Independent Variable camera,Independent Variable Independent Variable comments_video,Independent Variable Independent Variable family,Independent Variable Independent Variable id,Independent Variable Independent Variable Missed samples %,Independent Variable Independent Variable Recording after,Independent Variable Independent Variable start (s),Independent Variable Independent Variable Subject not found %,Independent Variable Independent Variable Video file,Independent Variable Independent Variable week,Distance moved center-point Total cm,Velocity center-point Mean cm/s,Movement Moving / center-point Cumulative Duration s,Movement Not Moving / center-point Cumulative Duration s,In zone cue / center-point Cumulative Duration s,In zone cue / center-point Cumulative Duration %,In zone blank / center-point Cumulative Duration s,In zone blank / center-point Cumulative Duration %,Mobility Body fill Mean %,Mobility state Highly mobile Cumulative Duration s,Mobility state Mobile Cumulative Duration s,Mobility state Immobile Cumulative Duration s
5 minutes,Trial     6,Arena 6,In cue,B,nc,BS7,S7_03,0.0 %,+ 00:02:35.036,155,65.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\1-3;166RDPHH\S1660003.MP4,1,"8,1497","0,283771","10,2397","19,1995","30,1592","5,02533",0,0,"20,4919","1,83995","25,5994","1,99995"
5 minutes,Trial     6,Arena 6,In blank,B,nc,BS7,S7_03,0.0 %,+ 00:02:35.036,155,65.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\1-3;166RDPHH\S1660003.MP4,1,"29,0117","0,211831","40,719","102,637",0,0,"148,156","24,6868","15,7899","5,43986","110,477","27,5193"
5 minutes,Trial     7,Arena 1,In cue,A,nc,BS9,S9_04,0.0 %,+ 00:02:15.037,135,4.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690001.MP4,1,"46,1387","1,35705","13,3597","20,8795","34,8791","5,81178",0,0,"27,7094","6,15985","25,1994","2,87993"
5 minutes,Trial     7,Arena 1,In blank,A,nc,BS9,S9_04,0.0 %,+ 00:02:15.037,135,4.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690001.MP4,1,"30,2725","0,126985","48,4788","189,915",0,0,"238,394","39,7227","12,406","3,8399","209,435","25,1194"
5 minutes,Trial     7,Arena 2,In cue,A,spider on the walls not seen sometimes,BS6,S6_12,0.0 %,+ 00:02:15.037,135,51.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690001.MP4,1,"20,4643","0,237741","14,7996","71,7582","86,7178","14,4495",0,0,"12,2439","3,51991","60,8785","22,1594"
5 minutes,Trial     7,Arena 2,In blank,A,spider on the walls not seen sometimes,BS6,S6_12,0.0 %,+ 00:02:15.037,135,51.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690001.MP4,1,"27,4034","0,242772","30,4792","83,1179",0,0,"114,237","19,0349","12,5222","3,59991","61,0385","48,9588"
5 minutes,Trial     7,Arena 3,In cue,A,spider on the walls not seen sometimes,BS8,S8_04,0.0 %,+ 00:02:15.037,135,50.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690001.MP4,1,"48,7775","0,192406","85,3579","172,476","259,114","43,1752",0,0,"6,60635","1,91995","110,237","146,076"
5 minutes,Trial     7,Arena 3,In blank,A,spider on the walls not seen sometimes,BS8,S8_04,0.0 %,+ 00:02:15.037,135,50.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690001.MP4,1,"16,6386","0,433307","26,5593","11,8397",0,0,"39,039","6,50493","8,70647","0,79998","16,8796","20,7995"
5 minutes,Trial     7,Arena 4,In cue,A,spider on the walls not seen sometimes,BS7,S7_05,0.0 %,+ 00:02:15.037,135,37.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690001.MP4,1,"27,9776","0,180366","41,279","114,477","155,996","25,9931",0,0,"15,9836","5,43986","139,357","10,9597"
5 minutes,Trial     7,Arena 4,In blank,A,spider on the walls not seen sometimes,BS7,S7_05,0.0 %,+ 00:02:15.037,135,37.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690001.MP4,1,"29,1565","0,276111","33,5992","73,3582",0,0,"107,517","17,9152","19,311","6,39984","96,2376","4,39989"
5 minutes,Trial     7,Arena 5,In cue,A,nc,BM1,M1_04,0.0 %,+ 00:02:15.037,135,41.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690001.MP4,1,"26,1365","0,517773","20,1595","31,5192","53,1187","8,85097",0,0,"19,426","3,9999","41,119","6,55984"
5 minutes,Trial     7,Arena 5,In blank,A,nc,BM1,M1_04,0.0 %,+ 00:02:15.037,135,41.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690001.MP4,1,"62,183","4,09109","15,5196","1,91995",0,0,"18,7995","3,1325","66,9185","9,11977","6,95983","1,35997"
5 minutes,Trial     7,Arena 6,In cue,A,spider on the walls not seen sometimes,BQ1,Q1_06,0.0 %,+ 00:02:15.037,135,65.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690001.MP4,1,"8,26862","0,0762244","7,67981","101,277","109,117","18,1818",0,0,"9,34822","0,559986","95,8376","12,5597"
5 minutes,Trial     7,Arena 6,In blank,A,spider on the walls not seen sometimes,BQ1,Q1_06,0.0 %,+ 00:02:15.037,135,65.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690001.MP4,1,"20,3519","0,339207","31,2792","31,2792",0,0,"64,8784","10,8105","16,4271","4,23989","39,439","19,1995"
5 minutes,Trial     8,Arena 1,In cue,B,nc,BM2,BM2_04,0.0 %,+ 00:02:55.036,175,27.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670001.MP4,1,"13,1903","0,432763","20,6395","12,7197","34,7191","5,78512",0,0,"24,6759","2,71993","22,9594","7,67981"
5 minutes,Trial     8,Arena 1,In blank,B,nc,BM2,BM2_04,0.0 %,+ 00:02:55.036,175,27.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670001.MP4,1,"13,6418","0,130472","15,5196","92,3177",0,0,"110,157","18,3551","9,97459","3,19992","47,3588","57,3586"
5 minutes,Trial     8,Arena 2,In cue,B,nc,BQ3,BQ3_05,0.0 %,+ 00:02:55.036,175,18.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670001.MP4,1,"25,3654","0,110249","41,999","193,995","239,034","39,8294",0,0,"10,5153","4,0799","125,277","106,717"
5 minutes,Trial     8,Arena 2,In blank,B,nc,BQ3,BQ3_05,0.0 %,+ 00:02:55.036,175,18.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670001.MP4,1,"8,10026","0,568853","15,4396","1,19997",0,0,"18,4795","3,07918","33,8201","1,11997","15,3596","0,239994"
5 minutes,Trial     8,Arena 3,In cue,B,spider on the walls not seen most of the time,BS4,S4_05,0.0 %,+ 00:02:55.036,175,65.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670001.MP4,1,"21,156","0,757755","21,3595","7,03982","28,6393","4,77206",0,0,"44,5764","6,23984","18,7995","3,35992"
5 minutes,Trial     8,Arena 3,In blank,B,spider on the walls not seen most of the time,BS4,S4_05,0.0 %,+ 00:02:55.036,175,65.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670001.MP4,1,"11,9826","0,246359","12,2397","38,559",0,0,"52,1587","8,69102","16,5606","3,19992","25,9194","21,6795"
5 minutes,Trial     8,Arena 4,In cue,B,spider on the walls not seen sometimes,BS3,S3_04,0.0 %,+ 00:02:55.036,175,53.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670001.MP4,1,"15,7847","0,246334","18,0795","45,9988","64,0784","10,6772",0,0,"17,0939","3,35992","32,3192","28,3993"
5 minutes,Trial     8,Arena 4,In blank,B,spider on the walls not seen sometimes,BS3,S3_04,0.0 %,+ 00:02:55.036,175,53.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670001.MP4,1,"10,1757","0,297892","12,6397","24,3994",0,0,"39,599","6,59824","18,107","4,1599","15,2796","17,9196"
5 minutes,Trial     8,Arena 5,In cue,B,nc,BL2,BL2_06,0.0 %,+ 00:02:55.036,175,26.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670001.MP4,1,"16,4009","0,762144","12,6397","12,4797","29,9193","4,98534",0,0,"35,7696","5,19987","8,71978","11,5997"
5 minutes,Trial     8,Arena 5,In blank,B,nc,BL2,BL2_06,0.0 %,+ 00:02:55.036,175,26.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670001.MP4,1,"26,7422","0,143163","49,0388","138,637",0,0,"188,075","31,3383","11,9626","1,83995","103,357","82,4779"
5 minutes,Trial     8,Arena 6,In cue,B,spider on the walls not seen most of the time,BS11,BS11_04,0.0 %,+ 00:02:55.036,175,60.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670001.MP4,1,"30,1579","0,302312","28,9593","73,4382","103,677","17,2754",0,0,"17,2335","7,75981","48,3988","46,2388"
5 minutes,Trial     8,Arena 6,In blank,B,spider on the walls not seen most of the time,BS11,BS11_04,0.0 %,+ 00:02:55.036,175,60.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670001.MP4,1,"17,0872","2,84794","7,43981",0,0,0,"7,9998","1,33298","84,3513","4,87988","2,55994",0
5 minutes,Trial     9,Arena 1,In cue,A,spider on the walls not seen sometimes,BM1,M1_05,0.0 %,+ 00:03:50.074,230,77.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690002.MP4,1,"10,0635","0,283327","28,3193","14,5596","46,7188","7,78459",0,0,"21,3902","1,19997","40,239","1,43996"
5 minutes,Trial     9,Arena 1,In blank,A,spider on the walls not seen sometimes,BM1,M1_05,0.0 %,+ 00:03:50.074,230,77.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690002.MP4,1,"1,09482","0,297513","2,47994","1,91995",0,0,"5,27987","0,879765","19,5581","0,559986","3,67991","0,159996"
5 minutes,Trial     9,Arena 2,In cue,A,spider on the walls not seen sometimes,BS6,S6_13,0.0 %,+ 00:03:50.074,230,71.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690002.MP4,1,"2,55756","0,456718","3,8399","1,99995","5,99985","0,999733",0,0,"11,4438",0,"5,51986","0,319992"
5 minutes,Trial     9,Arena 2,In blank,A,spider on the walls not seen sometimes,BS6,S6_13,0.0 %,+ 00:03:50.074,230,71.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690002.MP4,1,"62,489","0,391938","20,2395","142,876",0,0,"167,676","27,9392","9,28022","1,83995","95,8376","65,5984"
5 minutes,Trial     9,Arena 3,In cue,A,nc,BS3,S3_05,0.0 %,+ 00:03:50.074,230,88.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690002.MP4,1,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial     9,Arena 3,In blank,A,nc,BS3,S3_05,0.0 %,+ 00:03:50.074,230,88.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690002.MP4,1,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial     9,Arena 4,In cue,A,spider on the walls not seen sometimes,BS7,S7_11,0.0 %,+ 00:03:50.074,230,16.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690002.MP4,1,"10,1014","0,0671296","23,0394","131,677","158,476","26,4063",0,0,"8,48731","0,39999","107,997","46,8788"
5 minutes,Trial     9,Arena 4,In blank,A,spider on the walls not seen sometimes,BS7,S7_11,0.0 %,+ 00:03:50.074,230,16.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690002.MP4,1,"11,7929","0,11765","39,919","71,5182",0,0,"118,557","19,7547","11,7475","0,559986","95,0376","16,1596"
5 minutes,Trial     9,Arena 5,In cue,A,nc,BQ1,Q1_08,0.0 %,+ 00:03:50.074,230,1.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690002.MP4,1,"11,2709","0,0605977","17,5196","170,636","189,435","31,5649",0,0,"7,3117","0,879978","96,2376","91,0377"
5 minutes,Trial     9,Arena 5,In blank,A,nc,BQ1,Q1_08,0.0 %,+ 00:03:50.074,230,1.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690002.MP4,1,"8,45982","0,0824243","13,6797","91,1177",0,0,"106,237","17,7019","10,2368",0,"81,438","23,3594"
5 minutes,Trial     9,Arena 6,In cue,A,spider on the walls not seen sometimes,BS11,BS11_05,0.0 %,+ 00:03:50.074,230,60.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690002.MP4,1,"16,9586","0,236593","43,0389","34,4791","80,638","13,4364",0,0,"17,1831","2,07995","67,1183","8,63978"
5 minutes,Trial     9,Arena 6,In blank,A,spider on the walls not seen sometimes,BS11,BS11_05,0.0 %,+ 00:03:50.074,230,60.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690002.MP4,1,"13,6253","0,150062","28,3993","68,7983",0,0,"104,077","17,342","12,405","0,639984","76,2381","20,3195"
5 minutes,Trial    10,Arena 1,In cue,B,spider on the walls not seen sometimes,BS4,S4_06,0.0 %,+ 00:02:40.076,160,32.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670002.MP4,1,"24,483","0,302715","24,8794","58,7185","84,7179","14,1162",0,0,"18,7753","4,0799","67,8383","11,6797"
5 minutes,Trial    10,Arena 1,In blank,B,spider on the walls not seen sometimes,BS4,S4_06,0.0 %,+ 00:02:40.076,160,32.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670002.MP4,1,"3,19166","0,138051","5,03987","18,8795",0,0,"23,9194","3,9856","10,964","0,239994","17,5996","6,07985"
5 minutes,Trial    10,Arena 2,In cue,B,nc,BS9,S9_06,0.0 %,+ 00:02:40.076,160,26.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670002.MP4,1,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    10,Arena 2,In blank,B,nc,BS9,S9_06,0.0 %,+ 00:02:40.076,160,26.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670002.MP4,1,"39,9834","0,175309","63,5984","168,156",0,0,"235,034","39,1629","15,4291","6,71983","180,155","44,9589"
5 minutes,Trial    10,Arena 3,In cue,B,nc,BQ3,BQ3_06,0.0 %,+ 00:02:40.076,160,4.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670002.MP4,1,"12,4188","0,70244","6,95983","10,9597","18,3195","3,05252",0,0,"37,5905","5,11987","10,7997","1,99995"
5 minutes,Trial    10,Arena 3,In blank,B,nc,BQ3,BQ3_06,0.0 %,+ 00:02:40.076,160,4.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670002.MP4,1,"56,368","0,218486","85,4379","174,556",0,0,"261,353","43,5484","17,6926","12,3197","214,235","33,4392"
5 minutes,Trial    10,Arena 4,In cue,B,spider on the walls not seen sometimes,BL2,BL2_09,0.0 %,+ 00:02:40.076,160,34.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670002.MP4,1,"28,2211","0,154793","49,0388","139,997","193,435","32,2314",0,0,"14,3719","5,27987","146,716","37,1191"
5 minutes,Trial    10,Arena 4,In blank,B,spider on the walls not seen sometimes,BL2,BL2_09,0.0 %,+ 00:02:40.076,160,34.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670002.MP4,1,"17,1613","0,231166","23,7594","50,4787",0,0,"74,2381","12,37","17,6938","3,75991","63,6784","6,79983"
5 minutes,Trial    10,Arena 5,In cue,B,nc,BM2,BM2_05,0.0 %,+ 00:02:40.076,160,32.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670002.MP4,1,"7,71391","1,41803","5,75986","0,159996","6,07985","1,01306",0,0,"65,0275","2,47994","3,43991",0
5 minutes,Trial    10,Arena 5,In blank,B,nc,BM2,BM2_05,0.0 %,+ 00:02:40.076,160,32.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670002.MP4,1,"30,17","0,185142","43,3589","124,637",0,0,"171,036","28,4991","16,3203","6,47984","142,956","18,8795"
5 minutes,Trial    10,Arena 6,In cue,B,spider on the walls not seen sometimes,BS8,S8_05,0.0 %,+ 00:02:40.076,160,12.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670002.MP4,1,"42,3536","0,253317","33,7592","135,917","170,796","28,4591",0,0,"13,0839","4,95988","135,197","29,5193"
5 minutes,Trial    10,Arena 6,In blank,B,spider on the walls not seen sometimes,BS8,S8_05,0.0 %,+ 00:02:40.076,160,12.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670002.MP4,1,"32,5294","0,424898","36,6391","42,7989",0,0,"81,038","13,5031","17,2864","4,31989","63,1984","11,9197"
5 minutes,Trial    11,Arena 1,In cue,A,from minute 11 letters/lines detected,BS11,BS11_06,0.0 %,+ 00:03:55.034,235,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    11,Arena 1,In blank,A,from minute 11 letters/lines detected,BS11,BS11_06,0.0 %,+ 00:03:55.034,235,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,"8,37969","0,027933","2,15995","297,833",0,0,"300,072",50,"4,24794","0,159996","95,8376","203,995"
5 minutes,Trial    11,Arena 2,In cue,A,from minute 11 letters/lines detected,BS9,S9_07,0.0 %,+ 00:03:55.034,235,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    11,Arena 2,In blank,A,from minute 11 letters/lines detected,BS9,S9_07,0.0 %,+ 00:03:55.034,235,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,"5,82271","0,0194095",0,"299,913",0,0,"300,072",50,"4,80885",0,"128,397","171,596"
5 minutes,Trial    11,Arena 3,In cue,A,from minute 11 letters/lines detected,BS7,S7_15,0.0 %,+ 00:03:55.034,235,18.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,"23,1418","0,146842","53,6787","110,397","167,836","27,9659",0,0,"12,361","2,71993","118,957","42,4789"
5 minutes,Trial    11,Arena 3,In blank,A,from minute 11 letters/lines detected,BS7,S7_15,0.0 %,+ 00:03:55.034,235,18.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,"16,7035","0,195322","24,2394","63,6784",0,0,"88,9578","14,8227","12,8331","2,07995","63,7584","22,1594"
5 minutes,Trial    11,Arena 4,In cue,A,from minute 11 letters/lines detected,BQ1,Q1_09,0.0 %,+ 00:03:55.034,235,50.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,"20,4388","0,460344","31,0392","14,7196","46,8788","7,81125",0,0,"27,2229","2,47994","41,199","2,07995"
5 minutes,Trial    11,Arena 4,In blank,A,from minute 11 letters/lines detected,BQ1,Q1_09,0.0 %,+ 00:03:55.034,235,50.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,"12,9701","0,131386","19,3595","80,558",0,0,"100,237","16,7022","12,5661","1,11997","89,9977","8,79978"
5 minutes,Trial    11,Arena 5,In cue,A,from minute 11 letters/lines detected,BS8,S8_06,0.0 %,+ 00:03:55.034,235,66.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    11,Arena 5,In blank,A,from minute 11 letters/lines detected,BS8,S8_06,0.0 %,+ 00:03:55.034,235,66.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    11,Arena 6,In cue,A,from minute 11 letters/lines detected,BS6,S6_15,0.0 %,+ 00:03:55.034,235,8.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    11,Arena 6,In blank,A,from minute 11 letters/lines detected,BS6,S6_15,0.0 %,+ 00:03:55.034,235,8.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,"17,4905","0,0585529","7,59981","291,353",0,0,"299,113","49,84","9,05748","2,63993","231,354","64,9584"
5 minutes,Trial    12,Arena 1,In cue,B,spider on the walls not seen sometimes,BS3,S3_06,0.0 %,+ 00:01:40.077,100,53.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"8,07307","0,178929","7,59981","39,359","48,1588","8,02453",0,0,"12,8384","2,63993","28,5593","15,7596"
5 minutes,Trial    12,Arena 1,In blank,B,spider on the walls not seen sometimes,BS3,S3_06,0.0 %,+ 00:01:40.077,100,53.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"4,46302","0,180547","8,23979","16,4796",0,0,"24,7994","4,13223","18,04","0,479988","22,9594","1,27997"
5 minutes,Trial    12,Arena 2,In cue,B,spider on the walls not seen sometimes,BQ3,BQ3_09,0.0 %,+ 00:01:40.077,100,88.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"11,2014","1,91809","7,51981",0,"8,63978","1,43962",0,0,"80,0188","3,75991","3,75991",0
5 minutes,Trial    12,Arena 2,In blank,B,spider on the walls not seen sometimes,BQ3,BQ3_09,0.0 %,+ 00:01:40.077,100,88.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"10,8136","0,343081","18,0795","17,0396",0,0,"38,719","6,45161","25,0691","0,959976","26,9593","7,19982"
5 minutes,Trial    12,Arena 3,In cue,B,spider on the walls not seen sometimes,BS4,S4_07,0.0 %,+ 00:01:40.077,100,26.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"21,4157","0,150564","32,0792","114,877","150,956","25,1533",0,0,"14,8298","2,47994","128,877","15,5996"
5 minutes,Trial    12,Arena 3,In blank,B,spider on the walls not seen sometimes,BS4,S4_07,0.0 %,+ 00:01:40.077,100,26.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    12,Arena 4,In cue,B,nc,BM1,M1_06,0.0 %,+ 00:01:40.077,100,32.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"11,3568","0,614561","9,19977","9,83975","19,1195","3,18582",0,0,"26,7266","3,35992","9,27977","6,39984"
5 minutes,Trial    12,Arena 4,In blank,B,nc,BM1,M1_06,0.0 %,+ 00:01:40.077,100,32.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"47,6009","0,218438","90,6377","134,797",0,0,"231,354","38,5497","16,69","4,63988","176,636","44,7989"
5 minutes,Trial    12,Arena 5,In cue,B,nc,BL2,BL2_10,0.0 %,+ 00:01:40.077,100,2.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"35,7641","0,260223","40,799","97,8376","139,437","23,2338",0,0,"18,0847","5,67986","115,517","17,7596"
5 minutes,Trial    12,Arena 5,In blank,B,nc,BL2,BL2_10,0.0 %,+ 00:01:40.077,100,2.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"35,2696","0,228554","30,1592","125,517",0,0,"155,916","25,9797","15,5967","7,75981","107,517","40,399"
5 minutes,Trial    12,Arena 6,In cue,B,spider on the walls not seen sometimes,BM2,BM2_06,0.0 %,+ 00:01:40.077,100,79.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"15,5908","0,319493","21,1195","29,9993","53,6787","8,94428",0,0,"23,6286","4,47989","43,6789","3,03992"
5 minutes,Trial    12,Arena 6,In blank,B,spider on the walls not seen sometimes,BM2,BM2_06,0.0 %,+ 00:01:40.077,100,79.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"13,4073","0,681281","10,6397","11,4397",0,0,"22,7994","3,79899","35,7492","5,75986","13,9197","2,39994"
10 minutes,Trial     1,Arena 1,In cue,A,spider was on the walls sometimes,BS3,S3_01,0.0 %,+ 00:04:50.073,290,9.8 %,F:\Pisaura UWI Projekt\A\DCIM\168RDPHH\S1680001.MP4,1,"20,8872","0,510952","24,5594","19,9195","46,7988","7,79792",0,0,"37,1749","7,11982","34,7191","2,71993"
